LATITUDE,LONGITUDE,FID,HFNAME,DISTRICT,VDC,WARD,TYPE
27.87,84.83,new+AF8-HF.965,Nalang SHP,dhading,NALANG,0,Health Post
27.86,84.81,new+AF8-HF.966,Shiddha Samaj Sewa Nepal,dhading,NALANG,0,Other non+AC0-governmental
27.72,85.15,new+AF8-HF.967,Naubise HP,dhading,NAUBISE,0,Health Post
27.91,84.89,new+AF8-HF.968,District Hospital Dhading,dhading,NILKANTHA,0,District Hospital
27.91,84.88,new+AF8-HF.969,Dhading Community Hospital,dhading,NILKANTHA,0,Community Hospital (Cooperative)
27.91,84.89,new+AF8-HF.970,Sahid Memorial Hospital,dhading,NILKANTHA,0,Private Hospital
28.06,84.92,new+AF8-HF.971,Phulkhark HP,dhading,PHULKHARK,0,Health Post
27.76,84.89,new+AF8-HF.972,Pida SHP,dhading,PIDA,0,Health Post
28.09,84.99,new+AF8-HF.973,Ree SHP,dhading,REEGAUN,0,Health Post
28.09,84.99,new+AF8-HF.974,Ganesh Himal Health Centre,dhading,REEGAUN,0,Other non+AC0-governmental
27.85,84.8,new+AF8-HF.975,Salang HP,dhading,SALANG,0,Health Post
28.03,84.9,new+AF8-HF.976,Salyankot SHP,dhading,SALYANKOT,7,Health Post
28.02,84.83,new+AF8-HF.977,Salyantar PHC,dhading,SALYANTAR,0,Primary Health Care Centre
27.95,84.91,new+AF8-HF.978,Sangkosh SHP,dhading,SANGKOSH,0,Health Post
28.04,85,new+AF8-HF.979,Bhogateni HP,dhading,SATYADEVI,0,Health Post
27.98,85,new+AF8-HF.980,Semjong SHP,dhading,SEMJONG,5,Health Post
28.18,85.08,new+AF8-HF.981,Sertung HP,dhading,SERTUNG,0,Health Post
28.18,85.09,new+AF8-HF.982,Himalayan Health Care,dhading,SERTUNG,7,Other non+AC0-governmental
27.86,84.93,new+AF8-HF.983,Sunaula Bazar HP,dhading,SUNAULA BAZAR,0,Health Post
27.72,85.06,new+AF8-HF.984,Tasarpu SHP,dhading,TASARPU,0,Health Post
27.75,85.07,new+AF8-HF.985,Mahadevbeshi HP,dhading,THAKRE,0,Health Post
27.75,85.06,new+AF8-HF.986,Thakre SHP,dhading,THAKRE,0,Health Post
27.48,86.42,new+AF8-HF.987,Tipling SHP,dhading,TIPLING,5,Health Post
27.42,86.43,new+AF8-HF.988,Tripureswor,dhading,TRIPURESWOR,0,Health Post
26.88,87.23,new+AF8-HF.989,Ahale HP,dhankuta,AHALE,0,Health Post
26.97,87.25,new+AF8-HF.990,Ankhisalla SHP,dhankuta,ANKHISALLA,6,Health Post
27.12,87.32,new+AF8-HF.991,Jitpur PHC,dhankuta,ARKHAULEJITPUR,0,Primary Health Care Centre
26.89,87.47,new+AF8-HF.992,Basantatar HP,dhankuta,BASANTATAR,5,Health Post
26.97,87.32,new+AF8-HF.993,Belhara HP,dhankuta,BELHARA,5,Health Post
27.03,87.36,new+AF8-HF.994,Bhirgaun SHP,dhankuta,BHIRGAUN,3,Health Post
26.93,87.45,new+AF8-HF.995,Bodhe SHP,dhankuta,BODHE,9,Health Post
26.87,87.52,new+AF8-HF.996,Budhabare HP,dhankuta,BUDHABARE,2,Health Post
26.91,87.36,new+AF8-HF.997,Budimorang HP,dhankuta,BUDIMORANG,5,Health Post
27.16,87.31,new+AF8-HF.998,Chanuwa HP,dhankuta,CHANUWA,6,Health Post
26.92,87.21,new+AF8-HF.999,Dhap SHP,dhankuta,CHHINTANG,9,Health Post
26.96,87.19,new+AF8-HF.1000,Chhintang SHP,dhankuta,CHHINTANG,6,Health Post
27,87.26,new+AF8-HF.1001,Changmang SHP,dhankuta,CHUNGWANG,5,Health Post
26.88,87.39,new+AF8-HF.1002,Dandabazar PHC,dhankuta,DANDABAZAR,1,Primary Health Care Centre
27.17,87.33,new+AF8-HF.1003,Dandagaun SHP,dhankuta,DANDAGAUN,7,Health Post
26.97,87.34,new+AF8-HF.1004,District Hospital Dhankuta,dhankuta,DHANKUTA MUNICIPALITY,7,District Hospital
26.89,87.35,new+AF8-HF.1005,Faksib SHP,dhankuta,FAKSIB,3,Health Post
27.08,87.24,new+AF8-HF.1006,Falate SHP,dhankuta,FALATE,8,Health Post
27.09,87.27,new+AF8-HF.1007,Ghorlikharka SHP,dhankuta,GHORLIKHARKA,7,Health Post
27.07,87.34,new+AF8-HF.1008,Hathikharka HP,dhankuta,HATHIKHARKA,6,Health Post
26.98,87.23,new+AF8-HF.1009,Khoku SHP,dhankuta,KHOKU,5,Health Post
26.92,87.39,new+AF8-HF.1010,Khuwafok SHP,dhankuta,KHUWAFOK,2,Health Post
26.94,87.48,new+AF8-HF.1011,Kuruletenupa SHP,dhankuta,KURULE,2,Health Post
27.13,87.29,new+AF8-HF.1012,Leguwa SHP,dhankuta,LEGUWA,5,Health Post
26.9,87.3,new+AF8-HF.1013,Mahabharat SHP,dhankuta,MAHABHARAT,2,Health Post
26.91,87.25,new+AF8-HF.1014,Khudi SHP,dhankuta,MAHABHARAT,8,Health Post
27.15,87.33,new+AF8-HF.1015,Marekkatahare SHP,dhankuta,MAREKKATAHARE,5,Health Post
26.91,87.44,new+AF8-HF.1016,Mounabudhuk HP,dhankuta,MOUNABUDHUK,2,Health Post
26.89,87.51,new+AF8-HF.1017,Mudebas SHP,dhankuta,MUDEBAS,7,Health Post
27.04,87.22,new+AF8-HF.1018,Muga SHP,dhankuta,MUGA,3,Health Post
27.08,87.36,new+AF8-HF.1019,Murtidhunga SHP,dhankuta,MURTIDHUNGA,5,Health Post
27.05,87.28,new+AF8-HF.1020,Pakhribas HP,dhankuta,PAKHRIBAS,9,Health Post
27.08,87.39,new+AF8-HF.1021,Parewadin SHP,dhankuta,PAREWADIN,0,Health Post
26.88,87.42,new+AF8-HF.1022,Rajarani SHP,dhankuta,RAJARANI,6,Health Post
27.08,87.3,new+AF8-HF.1023,Sanne SHP,dhankuta,SANNE,4,Health Post
27.01,87.4,new+AF8-HF.1024,Tankhuwa HP,dhankuta,TANKHUWA,0,Health Post
27,87.41,new+AF8-HF.1025,Telia SHP,dhankuta,TELIA,1,Health Post
26.86,87.33,new+AF8-HF.1026,Vedetar SHP,dhankuta,VEDETAR,4,Health Post
26.73,85.92,new+AF8-HF.1027,+ACI-Janakpur Zonal Hospital, Dhanusha+ACI-,dhanusha,SAKHUWA MAHENDRANAGAR,8,District Hospital
26.7,85.99,new+AF8-HF.1028,Deuri Parbaha PHC,dhanusha,DEURIPARBAHA,8,Primary Health Care Centre
26.87,85.96,new+AF8-HF.1029,Mahendranagar PHC,dhanusha,SAKHUWA MAHENDRANAGAR,3,Primary Health Care Centre
26.8,86.09,new+AF8-HF.1030,Sabaila PHC,dhanusha,SABELA,9,Primary Health Care Centre
26.72,86.1,new+AF8-HF.1031,Yadukuha PHC,dhanusha,YADUKUHA,3,Primary Health Care Centre
26.83,86.05,new+AF8-HF.1032,Dhanushadham PHC,dhanusha,DHANUSADHAM,7,Primary Health Care Centre
26.7,86.01,new+AF8-HF.1033,Aurahi HP,dhanusha,AURAHI,7,Health Post
26.73,85.9,new+AF8-HF.1034,Basbitti SHP,dhanusha,BASBITTI,8,Health Post
26.71,85.89,new+AF8-HF.1035,Bindhi SHP,dhanusha,BINDHI,7,Health Post
26.92,85.92,new+AF8-HF.1036,Laxminiwas SHP,dhanusha,LAXMINIWAS,4,Health Post
26.89,85.98,new+AF8-HF.1037,Hariharpur SHP,dhanusha,HARIHARPUR,5,Health Post
26.68,86.08,new+AF8-HF.1038,Ekarahi SHP,dhanusha,EKARAHI,5,Health Post
26.68,86.13,new+AF8-HF.1039,Machi Jhitakiya HP,dhanusha,MARCHAI JHITAKAIYA,3,Health Post
26.7,85.95,new+AF8-HF.1040,Lohana HP,dhanusha,LOHANA,3,Health Post
26.79,85.92,new+AF8-HF.1041,Sinurjoda HP,dhanusha,SINURJODA,1,Health Post
26.79,85.94,new+AF8-HF.1042,Laxmipur Bagewa HP,dhanusha,LAXMIPUR BAGEWA,5,Health Post
26.77,86.05,new+AF8-HF.1043,Nauwakhor Parsahi SHP,dhanusha,NAUWAKHOR PRASHAHI,1,Health Post
26.79,86.05,new+AF8-HF.1044,Kajararamaul SHP,dhanusha,KAJARARAMAUL,8,Health Post
26.77,86.11,new+AF8-HF.1045,Balabakhar SHP,dhanusha,BAHUARBA,4,Health Post
26.82,86.07,new+AF8-HF.1046,Makhanaha SHP,dhanusha,MAKHANAHA,1,Health Post
26.79,86.1,new+AF8-HF.1047,Thillayaduwa SHP,dhanusha,THILLAYADUWA,9,Health Post
26.64,85.93,new+AF8-HF.1048,Lagmagadha Guthi SHP,dhanusha,LAGMAGADHA GUTHI,3,Health Post
26.78,86.09,new+AF8-HF.1049,Satoshar SHP,dhanusha,SATOSAR,5,Health Post
26.76,85.94,new+AF8-HF.1050,Bengashivapur SHP,dhanusha,BEGASHIVAPUR,5,Health Post
26.81,85.95,new+AF8-HF.1051,Sapahi SHP,dhanusha,SAPAHI,8,Health Post
26.73,86.04,new+AF8-HF.1052,Sonigama SHP,dhanusha,SONIGAMA,4,Health Post
26.72,85.95,new+AF8-HF.1053,Mahuwa (Pra.Ko) SHP,dhanusha,MAHUWA (PRA.KO),1,Health Post
26.73,86.06,new+AF8-HF.1054,Pachaharwa SHP,dhanusha,PACHAHARWA,6,Health Post
26.75,86.06,new+AF8-HF.1055,Nanupatti SHP,dhanusha,NANUPATTI,6,Health Post
26.75,86.11,new+AF8-HF.1056,Chorakoyalpur SHP,dhanusha,CHORAKOILPUR,1,Health Post
26.76,86.08,new+AF8-HF.1057,Khariyani SHP,dhanusha,KHARIYANI,4,Health Post
26.79,86.01,new+AF8-HF.1058,Mithileswor Mauwahi SHP,dhanusha,MITHILESWOR MAUWAHI,4,Health Post
26.78,86.02,new+AF8-HF.1059,Mithileswor Nikas SHP,dhanusha,MITHILESWOR NIKAS,8,Health Post
26.79,85.97,new+AF8-HF.1060,Gopalpur SHP,dhanusha,GOPALPUR,5,Health Post
26.78,85.96,new+AF8-HF.1061,Therakachuri SHP,dhanusha,KACHURITHERA,6,Health Post
26.93,86.15,new+AF8-HF.1062,Godar SHP,dhanusha,GODAR,2,Health Post
26.88,86.13,new+AF8-HF.1063,Labatoli SHP,dhanusha,LABATOLI,5,Health Post
26.9,86.08,new+AF8-HF.1064,Bharatpur SHP,dhanusha,BHARATPUR,4,Health Post
26.71,86.06,new+AF8-HF.1065,Bafai SHP,dhanusha,BAFAI,2,Health Post
26.72,86.07,new+AF8-HF.1066,Hathipur Harbara SHP,dhanusha,HATHIPUR HARBARA,3,Health Post
26.73,86.12,new+AF8-HF.1067,Gothkoyalpur SHP,dhanusha,GOTHKOHELPUR,2,Health Post
26.61,85.86,new+AF8-HF.1068,Tulsiyahijabdi SHP,dhanusha,TULSIYANIJABDI,5,Health Post
26.61,85.88,new+AF8-HF.1069,Tulsiyahi Nikas SHP,dhanusha,TULSIYAHI NIKAS,4,Health Post
26.59,85.88,new+AF8-HF.1070,Mukhiyapatti Musharniya SHP,dhanusha,MUKHIYAPATTI MUSHARGIYA,2,Health Post
26.86,85.92,new+AF8-HF.1071,Bhuchakrapur SHP,dhanusha,BHUCHAKRAPUR,4,Health Post
26.74,85.99,new+AF8-HF.1072,Sugamadhukarahi SHP,dhanusha,SUGAMADHUKARAHI,2,Health Post
26.76,86.04,new+AF8-HF.1073,Suganikash SHP,dhanusha,SUGANIKASH,4,Health Post
26.76,85.99,new+AF8-HF.1074,Baghchaura SHP,dhanusha,BAGCHAURA,4,Health Post
26.71,86.17,new+AF8-HF.1075,Singyahi Maran SHP,dhanusha,SINGYAHI MAIDAN,1,Health Post
26.69,86.18,new+AF8-HF.1076,Lakkad SHP,dhanusha,LAKKAD,2,Health Post
26.73,86.14,new+AF8-HF.1077,Harine SHP,dhanusha,HARINE,5,Health Post
26.71,86.13,new+AF8-HF.1078,Bisarbhora SHP,dhanusha,BISARBHORA,6,Health Post
26.69,85.91,new+AF8-HF.1079,Basahiya SHP,dhanusha,BASAHIYA,5,Health Post
26.67,85.95,new+AF8-HF.1080,Bahuarba SHP,dhanusha,BAHUARBA,3,Health Post
26.68,85.93,new+AF8-HF.1081,Devpurarupaitha SHP,dhanusha,DEVPURARUPETHA,4,Health Post
26.66,85.95,new+AF8-HF.1082,Devdiha SHP,dhanusha,DEBADIHA,4,Health Post
26.62,85.93,new+AF8-HF.1083,Nagaraeen SHP,dhanusha,NAGARAEEN,9,Health Post
26.63,85.9,new+AF8-HF.1084,Fulgama SHP,dhanusha,FULGAMA,2,Health Post
26.61,85.9,new+AF8-HF.1085,Bahedabela SHP,dhanusha,BAHEDABALA,9,Health Post
26.91,86,new+AF8-HF.1086,Puspalpur SHP,dhanusha,PUSPALPUR,2,Health Post
26.79,86.13,new+AF8-HF.1087,Paterwa SHP,dhanusha,PATERWA,3,Health Post
26.83,86.1,new+AF8-HF.1088,Raghunathpur SHP,dhanusha,RAGHUNATHPUR,4,Health Post
26.86,86.03,new+AF8-HF.1089,Umaprempur HP,dhanusha,UMAPREMPUR,3,Health Post
26.82,86.01,new+AF8-HF.1090,Bhutahipaterwa SHP,dhanusha,BHUTAHIPATERWA,4,Health Post
26.72,85.97,new+AF8-HF.1091,Kanakpatti SHP,dhanusha,KANAKPATTI,4,Health Post
26.75,85.97,new+AF8-HF.1092,Andupatti SHP,dhanusha,ANDUPATTI,8,Health Post
26.75,85.98,new+AF8-HF.1093,Mansingpatti HP,dhanusha,MANSHING PATTI,7,Health Post
26.95,85.93,new+AF8-HF.1094,Begadawar HP,dhanusha,BEGADAWAR,9,Health Post
26.7,86.11,new+AF8-HF.1095,Dhabauli HP,dhanusha,DHABOULI,7,Health Post
26.69,86.07,new+AF8-HF.1096,Giddha HP,dhanusha,GIDDHA,2,Health Post
26.76,86,new+AF8-HF.1097,Hansapur Kathapulla HP,dhanusha,HANSAPUR KATHPULA,8,Health Post
26.76,85.9,new+AF8-HF.1098,Kurtha HP,dhanusha,KURTHA,6,Health Post
26.73,86,new+AF8-HF.1099,Paudeshwor HP,dhanusha,PAUDESWOR,1,Health Post
26.89,86.11,new+AF8-HF.1100,Godar HP,dhanusha,GODAR,5,Health Post
26.67,86.16,new+AF8-HF.1101,Balahasaghara SHP,dhanusha,BALAHASADHARA,4,Health Post
26.85,86.13,new+AF8-HF.1102,Baramjhiya HP,dhanusha,BARAMAJHIYA,1,Health Post
26.78,85.99,new+AF8-HF.1103,Tarapatti Sirsiya HP,dhanusha,TARAPATTI SIRSIYA,6,Health Post
26.81,85.97,new+AF8-HF.1104,Baniniya HP,dhanusha,BANINIYA,5,Health Post
26.88,85.96,new+AF8-HF.1105,Naktajhijh HP,dhanusha,NAKATAJHIJH,5,Health Post
26.88,85.92,new+AF8-HF.1106,Bateswor HP,dhanusha,BATESWOR,1,Health Post
26.68,85.92,new+AF8-HF.1107,Ghodghans HP,dhanusha,GHODGHANS,1,Health Post
26.692,86.31,new+AF8-HF.1108,Dubarkot Hathaletwa HP,dhanusha,DUBARIKOTHATHALEKHA,4,Health Post
26.69,86.03,new+AF8-HF.1109,Chakkar SHP,dhanusha,CHAKKAR,3,Health Post
26.68,86.02,new+AF8-HF.1110,Itaharwa SHP,dhanusha,ITAHARWA,9,Health Post
26.69,86.01,new+AF8-HF.1111,Lakhauri SHP,dhanusha,LAKHOURI,2,Health Post
26.68,85.99,new+AF8-HF.1112,Dhanauji SHP,dhanusha,DHANAUJI,6,Health Post
26.67,86.07,new+AF8-HF.1113,Thadijhiya HP,dhanusha,THADIJHIJHA,5,Health Post
26.89,86.05,new+AF8-HF.1114,Yagyabhumi HP,dhanusha,YAGYABHUMI,1,Health Post
26.86,85.93,new+AF8-HF.1115,Shantipur SHP,dhanusha,SHANTIPUR,5,Health Post
26.86,85.99,new+AF8-HF.1116,Digambarpur SHP,dhanusha,DIGAMBARPUR,6,Health Post
27.02,85.93,new+AF8-HF.1117,Tulsichauda HP,dhanusha,TULSICHAUDA,3,Health Post
26.61,86.14,new+AF8-HF.1118,Inarwa SHP,dhanusha,INARWA,4,Health Post
26.66,86.14,new+AF8-HF.1119,Patanuka SHP,dhanusha,PATANUKA,4,Health Post
26.64,86.13,new+AF8-HF.1120,Balahakathal SHP,dhanusha,BALAHAKATHAL,3,Health Post
26.64,86.11,new+AF8-HF.1121,Mahuwa (Pra.Khe) SHP,dhanusha,MAHUWA (PRA.KHE),6,Health Post
26.63,86.12,new+AF8-HF.1122,Balahagoth HP,dhanusha,BALLAGOTH,4,Health Post
26.93,85.96,new+AF8-HF.1123,Dhalkebar HP,dhanusha,DHALKEBAR,4,Health Post
26.79,86.06,new+AF8-HF.1124,Jhatiyahi SHP,dhanusha,JHATIYAHI,8,Health Post
26.82,85.96,new+AF8-HF.1125,Ramadaiyabhawadi SHP,dhanusha,RAMAIDAIYABHAWADI,1,Health Post
26.83,86.05,new+AF8-HF.1126,Dhanusha Govindapur SHP,dhanusha,D.GOVINDAPUR,1,Health Post
26.68,85.99,new+AF8-HF.1127,Jhojhikataiya SHP,dhanusha,JHOJHIKATAIYA,8,Health Post
26.65,86.12,new+AF8-HF.1128,Khajuri Chanaha HP,dhanusha,KHAJURI CHANHA,7,Health Post
26.67,86.05,new+AF8-HF.1129,Duhabi HP,dhanusha,DUHABI,3,Health Post
27.1,85.94,new+AF8-HF.1130,Tulsichauda HP,dhanusha,TULSICHAUDA,7,Health Post
26.9,86.08,new+AF8-HF.1131,Dhanusha Health Care +ACY- Policlinic,dhanusha,BHARATPUR,4,Private Clinics
26.73,85.92,new+AF8-HF.1132,Manju Shree Clinic,dhanusha,JANAKPUR MUNICIPALITY,8,Private Clinics
26.93,85.96,new+AF8-HF.1133,Om+AC0-Laxmi Health Care Center Pvt.Ltd.,dhanusha,DHALKEBAR,5,Other Private HF
26.95,85.93,new+AF8-HF.1134,Dhanusha Sewa Samiti,dhanusha,BEGADAWAR,8,Other NGO Health Facility
26.79,86.1,new+AF8-HF.1135,Thilla Samanya Upachar Kendra,dhanusha,THILLAYADUWA,9,Private Clinics
26.74,85.92,new+AF8-HF.1136,Shan Health Care +ACY- Policinic,dhanusha,JANAKPUR MUNICIPALITY,8,Private Clinics
26.73,85.92,new+AF8-HF.1137,Mithil Policlinic,dhanusha,JANAKPUR MUNICIPALITY,8,Private Clinics
26.73,85.93,new+AF8-HF.1138,Ansu Medical +ACY- Policlinic Pvt Ltd,dhanusha,JANAKPUR MUNICIPALITY,2,Private Clinics
26.74,85.92,new+AF8-HF.1139,Marie Stops,dhanusha,JANAKPUR MUNICIPALITY,8,Other HF (INGO)
26.63,85.93,new+AF8-HF.1140,Nepal Family Planning Association,dhanusha,JANAKPUR MUNICIPALITY,4,Other NGO Health Facility
26.74,85.92,new+AF8-HF.1141,Chandrika Medical +ACY- Poicinic,dhanusha,JANAKPUR MUNICIPALITY,8,Private Clinics
26.73,85.93,new+AF8-HF.1142,Janakpur City Hospital,dhanusha,JANAKPUR MUNICIPALITY,1,Private Hospital
26.99,85.92,new+AF8-HF.1143,Lalgadha Hospital,dhanusha,BEGADAWAR,9,Hospital (NGO)
28.02,83.41,new+AF8-HF.1487,Bamgha SHP,gulmi,BAMGHA,0,Health Post
26.72,85.93,new+AF8-HF.1144,Sarnjibani Hospital Pvt. Ltd.,dhanusha,JANAKPUR MUNICIPALITY,12,Private Hospital
26.73,85.93,new+AF8-HF.1145,Aadarsha Nursing Home,dhanusha,JANAKPUR MUNICIPALITY,2,Private Hospital
26.73,85.92,new+AF8-HF.1146,Janaki HCRC,dhanusha,JANAKPUR MUNICIPALITY,8,Private Hospital
26.74,85.92,new+AF8-HF.1147,Mithilanchal City Hospital,dhanusha,JANAKPUR MUNICIPALITY,9,Private Hospital
26.73,85.92,new+AF8-HF.1148,Sita Nursing Home,dhanusha,JANAKPUR MUNICIPALITY,10,Private Hospital
26.73,85.92,new+AF8-HF.1149,Arya Care,dhanusha,JANAKPUR MUNICIPALITY,6,Private Hospital
26.74,85.92,new+AF8-HF.1150,Janaki Medical College +ACY- City Hospital,dhanusha,JANAKPUR MUNICIPALITY,9,Private Hospital
26.73,85.93,new+AF8-HF.1151,Dhunusha Hospital Pvt. Ltd.,dhanusha,JANAKPUR MUNICIPALITY,1,Private Hospital
26.73,85.92,new+AF8-HF.1152,Nepal Dental Hospital +ACY- Techinical Research Institute Pvt.Lt,dhanusha,JANAKPUR MUNICIPALITY,8,Private Hospital
26.74,85.92,new+AF8-HF.1153,Mahila International Hospital,dhanusha,JANAKPUR MUNICIPALITY,9,Private Hospital
26.93,85.96,new+AF8-HF.1154,Janasewa Nursing Home,dhanusha,DHALKEBAR,5,Private Hospital
26.73,85.92,new+AF8-HF.1155,Godawari Modern Hospital Pvt. Ltd.,dhanusha,JANAKPUR MUNICIPALITY,8,Private Hospital
26.73,85.92,new+AF8-HF.1156,Krishna Nursing Home,dhanusha,JANAKPUR MUNICIPALITY,8,Private Hospital
26.73,85.92,new+AF8-HF.1157,Ashtha Hospital Pvt. Ltd.,dhanusha,JANAKPUR MUNICIPALITY,6,Other NGO Health Facility
26.74,85.93,new+AF8-HF.1158,Care Medical Center,dhanusha,JANAKPUR MUNICIPALITY,1,Private Hospital
26.69,86.07,new+AF8-HF.1159,Mithila Community Hospital,dhanusha,GIDDHA,9,Private Hospital
26.72,85.93,new+AF8-HF.1160,Nirmaladevi Memorial Hospital,dhanusha,JANAKPUR MUNICIPALITY,4,Private Hospital
26.73,85.92,new+AF8-HF.1161,Pradip Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,6,Private Laboratory
26.73,85.92,new+AF8-HF.1162,Nisha Digonostic Center,dhanusha,JANAKPUR MUNICIPALITY,8,Diagnostic Centre
26.73,85.92,new+AF8-HF.1163,Renbo Digonostic,dhanusha,JANAKPUR MUNICIPALITY,6,Diagnostic Centre
26.73,85.92,new+AF8-HF.1164,New Janakpur Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,6,Private Laboratory
26.73,85.92,new+AF8-HF.1165,New Janakpur Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,8,Private Laboratory
26.73,85.92,new+AF8-HF.1166,Sah Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,6,Private Laboratory
26.73,85.92,new+AF8-HF.1167,Kamali Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,6,Private Laboratory
26.73,85.92,new+AF8-HF.1168,Shyam Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,6,Private Laboratory
26.73,85.92,new+AF8-HF.1169,Universal Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,6,Private Laboratory
26.73,85.92,new+AF8-HF.1170,Sunaina Pathology,dhanusha,JANAKPUR MUNICIPALITY,8,Private Laboratory
26.73,85.92,new+AF8-HF.1171,Binod Pathology,dhanusha,JANAKPUR MUNICIPALITY,9,Private Laboratory
26.73,85.92,new+AF8-HF.1172,Mallik Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,9,Private Laboratory
26.73,85.92,new+AF8-HF.1173,Renbekshi Digonostic Center,dhanusha,JANAKPUR MUNICIPALITY,8,Diagnostic Centre
26.73,85.92,new+AF8-HF.1174,Bajranga Pathology,dhanusha,JANAKPUR MUNICIPALITY,8,Private Laboratory
26.93,85.96,new+AF8-HF.1175,Ma+AC0-Durge Pathology,dhanusha,DHALKEBAR,5,Private Laboratory
26.93,85.96,new+AF8-HF.1176,Nikita Pathology Lab,dhanusha,DHALKEBAR,5,Private Laboratory
26.73,85.92,new+AF8-HF.1177,Mehata Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,7,Private Laboratory
26.73,85.92,new+AF8-HF.1178,Rajdevi Pathological Lab,dhanusha,JANAKPUR MUNICIPALITY,6,Private Laboratory
26.73,85.92,new+AF8-HF.1179,Mehata Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,6,Private Laboratory
26.76,85.9,new+AF8-HF.1180,Shree Puja Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,6,Private Laboratory
26.73,85.92,new+AF8-HF.1181,Manish Pathology Lab,dhanusha,JANAKPUR MUNICIPALITY,7,Private Laboratory
26.73,85.92,new+AF8-HF.1182,Om X+AC0-RAY,dhanusha,JANAKPUR MUNICIPALITY,6,Radiology
26.73,85.92,new+AF8-HF.1183,Jaya Altra Sound,dhanusha,JANAKPUR MUNICIPALITY,6,Radiology
26.73,85.92,new+AF8-HF.1184,Jivan Jyoti X+AC0-Ray,dhanusha,JANAKPUR MUNICIPALITY,6,Radiology
26.73,85.92,new+AF8-HF.1185,Sajha X+AC0-Ray,dhanusha,JANAKPUR MUNICIPALITY,6,Radiology
26.73,85.92,new+AF8-HF.1186,Ambika X+AC0-Ray,dhanusha,JANAKPUR MUNICIPALITY,5,Radiology
26.8,86.09,new+AF8-HF.1187,Ramkishan Mahato Eye Care Center,dhanusha,SABELA,3,Other NGO Health Facility
26.74,85.92,new+AF8-HF.1188,Shree Janaki Eye Hospital,dhanusha,JANAKPUR MUNICIPALITY,8,Other NGO Health Facility
26.73,85.92,new+AF8-HF.1189,Mithilanchal Dental Hospital +ACY- Research Center Pvt. Ltd.,dhanusha,JANAKPUR MUNICIPALITY,8,Private Hospital
26.73,85.92,new+AF8-HF.1190,Ram Janaki Dental Hospital Pvt. Ltd.,dhanusha,JANAKPUR MUNICIPALITY,8,Private Hospital
26.73,85.92,new+AF8-HF.1191,Janakpur Dental Care Center,dhanusha,JANAKPUR MUNICIPALITY,9,Other Private HF
26.73,85.92,new+AF8-HF.1192,Om janaki Aushadhalaya,dhanusha,JANAKPUR MUNICIPALITY,8,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1193,Thakur Medical,dhanusha,JANAKPUR MUNICIPALITY,8,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1194,Nayak Medical,dhanusha,JANAKPUR MUNICIPALITY,8,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1195,Sanjaya Medicine Pharmacy,dhanusha,JANAKPUR MUNICIPALITY,8,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1196,Aavash Medical,dhanusha,JANAKPUR MUNICIPALITY,8,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1197,Aayush MedicinePharmacy,dhanusha,JANAKPUR MUNICIPALITY,8,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1198,Ankush MedicalPharmacy,dhanusha,JANAKPUR MUNICIPALITY,8,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1199,Umesh Medical,dhanusha,JANAKPUR MUNICIPALITY,8,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1200,Hansa Ayurved Medical Hal,dhanusha,JANAKPUR MUNICIPALITY,6,Aayurveda offices
26.83,86.06,new+AF8-HF.1201,Sita Medical Hal,dhanusha,JANAKPUR MUNICIPALITY,1,Medical/Pharmecy
26.73,85.93,new+AF8-HF.1202,Dilip Consern Medical,dhanusha,JANAKPUR MUNICIPALITY,1,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1203,Shekhar Medical Hal,dhanusha,JANAKPUR MUNICIPALITY,6,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1204,Arkid Medical Hal,dhanusha,JANAKPUR MUNICIPALITY,6,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1205,B.K. Medical Store,dhanusha,JANAKPUR MUNICIPALITY,8,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1206,B.K. Medical Store,dhanusha,JANAKPUR MUNICIPALITY,6,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1207,B.S. Medical Hal,dhanusha,JANAKPUR MUNICIPALITY,6,Medical/Pharmecy
26.73,85.92,new+AF8-HF.1208,Sarita Pharmacy,dhanusha,JANAKPUR MUNICIPALITY,8,Medical/Pharmecy
