FID,the_geom,NQID,HFNAME,DISTRICT,VDC,WARD,LATITUDE,LONGITUDE,ALTITUDE,TYPE,EZONE,MAJROTYP,REGION
new_HF.1601,POINT (87.93 26.92),10113,Ilam Unity Life Hospital,Ilam,ILAM MUNICIPALITY,0,26.92,87.93,1207,Private Hospital,Hill,Private hospital,Eastern
new_HF.1602,POINT (87.92 26.91),10114,FPAN,Ilam,ILAM MUNICIPALITY,0,26.91,87.92,1153,Other non-governmental,Hill,Other HFs,Eastern
new_HF.1603,POINT (87.92 26.91),10115,Marie Stopes Centre,Ilam,ILAM MUNICIPALITY,0,26.91,87.92,1202,Other non-governmental,Hill,Other HFs,Eastern
new_HF.1604,POINT (87.92 26.91),10116,Knight Chess Club,Ilam,ILAM MUNICIPALITY,0,26.91,87.92,1181,Other non-governmental,Hill,Other HFs,Eastern
new_HF.1605,POINT (87.99 27.02),10117,Jamuna SHP,Ilam,JAMUNA,0,27.02,87.99,1657,Health Post,Hill,SHP,Eastern
new_HF.1606,POINT (88.14 26.81),10118,Jirmale SHP,Ilam,JIRMALE,9,26.81,88.14,923,Health Post,Hill,SHP,Eastern
new_HF.1607,POINT (87.82 26.88),10119,Jitpur SHP,Ilam,JITPUR,4,26.88,87.82,1414,Health Post,Hill,SHP,Eastern
new_HF.1608,POINT (88.05 26.99),10120,Jogmai SHP,Ilam,JOGMAI,0,26.99,88.05,1578,Health Post,Hill,SHP,Eastern
new_HF.1609,POINT (88.08 26.87),10121,Kanyam SHP,Ilam,KANYAM,0,26.87,88.08,1603,Health Post,Hill,SHP,Eastern
new_HF.1610,POINT (88.08 26.84),10122,Kolbung HP,Ilam,KOLBUNG,0,26.84,88.08,1652,Health Post,Hill,HP,Eastern
new_HF.1611,POINT (87.97 26.85),10123,Laxmipur SHP,Ilam,LAXMIPUR,0,26.85,87.97,1468,Health Post,Hill,SHP,Eastern
new_HF.1612,POINT (87.71 26.91),10124,Lumde SHP,Ilam,LUMDE,6,26.91,87.71,1622,Health Post,Hill,SHP,Eastern
new_HF.1613,POINT (87.97 27.03),10125,Mabu SHP,Ilam,MABU,0,27.03,87.97,1654,Health Post,Hill,SHP,Eastern
new_HF.1614,POINT (87.85 26.77),10126,Mahamai  SHP,Ilam,MAHAMAI,3,26.77,87.85,185,Health Post,Hill,SHP,Eastern
new_HF.1615,POINT (87.94 27.06),10127,Maimajhuwa SHP,Ilam,MAIMAJHUWA,0,27.06,87.94,1803,Health Post,Hill,SHP,Eastern
new_HF.1616,POINT (87.91 27.01),10128,Maipokhari SHP,Ilam,MAIPOKHARI,0,27.01,87.91,1951,Health Post,Hill,SHP,Eastern
new_HF.1617,POINT (87.84 26.94),10129,Mangalbare PHC,Ilam,MANGALBARE,0,26.94,87.84,1594,Primary Health Care Centre,Hill,PHCC,Eastern
new_HF.1618,POINT (88 26.93),10130,Namsaling SHP,Ilam,NAMSALING,0,26.93,88,1520,Health Post,Hill,SHP,Eastern
new_HF.1619,POINT (88.02 26.96),10131,Nayabazar SHP,Ilam,NAYABAZAR,0,26.96,88.02,2051,Health Post,Hill,SHP,Eastern
new_HF.1620,POINT (88.04 26.89),10132,Panchakanya SHP,Ilam,PANCHAKANYA,4,26.89,88.04,1710,Health Post,Hill,SHP,Eastern
new_HF.1621,POINT (88.11 26.95),10133,Pasupatinagar PHC,Ilam,PASUPATINAGAR,0,26.95,88.11,2080,Primary Health Care Centre,Hill,PHCC,Eastern
new_HF.1622,POINT (87.77 26.98),10134,Phakphok SHP,Ilam,PHAKPHOK,7,26.98,87.77,1556,Health Post,Hill,SHP,Eastern
new_HF.1623,POINT (88.07 26.89),10135,Phikal PHC,Ilam,PHIKALBAZAR,0,26.89,88.07,1552,Primary Health Care Centre,Hill,PHCC,Eastern
new_HF.1624,POINT (87.72 26.94),10136,Phuyatappa SHP,Ilam,PHUYATAPPA,0,26.94,87.72,1438,Health Post,Hill,SHP,Eastern
new_HF.1625,POINT (87.89 27.01),10137,Puwamajhuwa SHP,Ilam,PUWAMAJHUWA,0,27.01,87.89,1815,Health Post,Hill,SHP,Eastern
new_HF.1626,POINT (87.99 26.99),10138,Pyang PHC,Ilam,PYANG,0,26.99,87.99,1338,Primary Health Care Centre,Hill,PHCC,Eastern
new_HF.1627,POINT (87.64 26.86),10139,Sakfara SHP,Ilam,SAKFARA,7,26.86,87.64,1639,Health Post,Hill,SHP,Eastern
new_HF.1628,POINT (87.88 26.99),10140,Sakhejung HP,Ilam,SAKHEJUNG,0,26.99,87.88,1660,Health Post,Hill,HP,Eastern
new_HF.1629,POINT (88.15 26.87),10141,Samalbung   SHP,Ilam,SAMALBUNG,0,26.87,88.15,1466,Health Post,Hill,SHP,Eastern
new_HF.1630,POINT (87.88 26.91),10142,Sangrumba SHP,Ilam,SANGRUMBA,3,26.91,87.88,1346,Health Post,Hill,SHP,Eastern
new_HF.1631,POINT (87.87 26.94),10143,Shantidanda SHP,Ilam,SHANTIDANDA,0,26.94,87.87,1652,Health Post,Hill,SHP,Eastern
new_HF.1632,POINT (88.01 26.82),10144,Shantipur SHP,Ilam,SHANTIPUR,3,26.82,88.01,987,Health Post,Hill,SHP,Eastern
new_HF.1633,POINT (88.12 26.89),10145,Shreeantu SHP,Ilam,SHREEANTU,0,26.89,88.12,1581,Health Post,Hill,SHP,Eastern
new_HF.1634,POINT (87.85 26.87),10146,Siddhithumka SHP,Ilam,SIDDHITHUMKA,0,26.87,87.85,1305,Health Post,Hill,SHP,Eastern
new_HF.1635,POINT (87.88 26.85),10147,Soyak SHP,Ilam,SOPAK,7,26.85,87.88,1047,Health Post,Hill,SHP,Eastern
new_HF.1636,POINT (87.97 26.95),10148,Soyang SHP,Ilam,SOYANG,0,26.95,87.97,1512,Health Post,Hill,SHP,Eastern
new_HF.1637,POINT (87.95 27),10149,Luringtar HP,Ilam,SULUBUNG,0,27,87.95,1597,Health Post,Hill,HP,Eastern
new_HF.1638,POINT (87.95 26.98),10150,Sumbek  SHP,Ilam,SUMBEK,0,26.98,87.95,1388,Health Post,Hill,SHP,Eastern
new_HF.1639,POINT (82.00578 28.8211),6101,"District Hospital, Jagarkot",jajarkot,KHALANGA,2,28.8211,82.00578,1117,District Hospital,Hill,Government hospital,Mid-western
new_HF.1640,POINT (82.21197 28.6955),6101,Garkhakot PHC,jajarkot,GARKHAKOT,2,28.6955,82.21197,1911,Primary Health Care Centre,Hill,PHCC,Mid-western
new_HF.1641,POINT (82.06667 28.7821),61001,Pajaru A SHP,jajarkot,PAJARU,5,28.7821,82.06667,1685,Health Post,Hill,SHP,Mid-western
new_HF.1642,POINT (82.06135 28.8058),61002,Pajaru B SHP,jajarkot,PAJARU,3,28.8058,82.06135,1749,Health Post,Hill,SHP,Mid-western
new_HF.1643,POINT (81.93967 28.8577),61003,Daha SHP,jajarkot,DAHA,7,28.8577,81.93967,1839,Health Post,Hill,SHP,Mid-western
new_HF.1644,POINT (81.95629 28.84),61004,Kortrang SHP,jajarkot,KORTRANG,3,28.84,81.95629,1853,Health Post,Hill,SHP,Mid-western
new_HF.1645,POINT (82.50531 28.9108),61005,Bhagawatitol SHP,jajarkot,BHAGAWATI TOL,3,28.9108,82.50531,1246,Health Post,Hill,SHP,Mid-western
new_HF.1646,POINT (82.24782 28.9363),61006,Ramidanda SHP,jajarkot,RAMIDANDA,5,28.9363,82.24782,1908,Health Post,Hill,SHP,Mid-western
new_HF.1647,POINT (82.25287 28.9554),61007,Nayakwada SHP,jajarkot,NAYAKWADA,7,28.9554,82.25287,1798,Health Post,Hill,SHP,Mid-western
new_HF.1648,POINT (82.08224 28.6796),61008,Bhur HP,jajarkot,BHOOR,2,28.6796,82.08224,1655,Health Post,Hill,HP,Mid-western
new_HF.1649,POINT (82.07717 28.758),61009,Jhapra HP,jajarkot,JHAPRA,3,28.758,82.07717,1177,Health Post,Hill,HP,Mid-western
new_HF.1650,POINT (82.0608 28.689),61010,Karkigaun HP,jajarkot,KARKIGAUN,1,28.689,82.0608,1903,Health Post,Hill,HP,Mid-western
new_HF.1651,POINT (82.30149 28.7912),61011,Dalli HP,jajarkot,KHAGENKOT,1,28.7912,82.30149,901,Health Post,Hill,HP,Mid-western
new_HF.1652,POINT (82.4517 28.8721),61012,Ragda HP,jajarkot,RADHA,9,28.8721,82.4517,1284,Health Post,Hill,HP,Mid-western
new_HF.1653,POINT (82.28667 28.79),61013,Dandagaun A SHP,jajarkot,DANDAGAUN,4,28.79,82.28667,1288,Health Post,Hill,SHP,Mid-western
new_HF.1654,POINT (82.2585 28.8091),61014,Dandagaun B SHP,jajarkot,DANDAGAUN,6,28.8091,82.2585,1175,Health Post,Hill,SHP,Mid-western
new_HF.1655,POINT (81.99072 28.7616),61015,Dashera HP,jajarkot,DASERA,3,28.7616,81.99072,1790,Health Post,Hill,HP,Mid-western
new_HF.1656,POINT (81.93923 28.8073),61016,Majhakot HP,jajarkot,MAJHAKOT,8,28.8073,81.93923,1411,Health Post,Hill,HP,Mid-western
new_HF.1657,POINT (81.91988 28.7414),61017,Salma SHP,jajarkot,SALMA,2,28.7414,81.91988,1595,Health Post,Hill,SHP,Mid-western
new_HF.1658,POINT (82.01602 28.7777),61018,Suwanauli SHP,jajarkot,SUWANAULI,1,28.7777,82.01602,1273,Health Post,Hill,SHP,Mid-western
new_HF.1659,POINT (82.16832 28.8163),61019,Dhime HP,jajarkot,DHIME,4,28.8163,82.16832,1509,Health Post,Hill,HP,Mid-western
new_HF.1660,POINT (82.16937 28.8774),61020,Gharanga HP,jajarkot,DHIME,2,28.8774,82.16937,1846,Health Post,Hill,HP,Mid-western
new_HF.1661,POINT (82.12195 28.8517),61021,Archhani SHP,jajarkot,ARCHHANI,6,28.8517,82.12195,1691,Health Post,Hill,SHP,Mid-western
new_HF.1662,POINT (82.10205 28.8292),61022,Talegaun SHP,jajarkot,TALEGAUN,1,28.8292,82.10205,1836,Health Post,Hill,SHP,Mid-western
new_HF.1663,POINT (82.1793 28.9008),61023,Paink SHP,jajarkot,PAINK,5,28.9008,82.1793,1879,Health Post,Hill,SHP,Mid-western
new_HF.1664,POINT (82.17857 28.6314),61024,Kudu HP,jajarkot,JAGATIPUR,8,28.6314,82.17857,829,Health Post,Hill,HP,Mid-western
new_HF.1665,POINT (82.1476 28.6557),61025,Jungathapachaur SHP,jajarkot,JUNGA THAPACHAUR,5,28.6557,82.1476,1460,Health Post,Hill,SHP,Mid-western
new_HF.1666,POINT (82.14517 28.6987),61026,Punama SHP,jajarkot,PUNAMA,6,28.6987,82.14517,1595,Health Post,Hill,SHP,Mid-western
new_HF.1667,POINT (82.19122 28.7526),61027,Bahunthana SHP,jajarkot,KHALANGA,6,28.7526,82.19122,1429,Health Post,Hill,SHP,Mid-western
new_HF.1668,POINT (82.28863 28.8816),61028,Sakala HP,jajarkot,SAKALA,2,28.8816,82.28863,1428,Health Post,Hill,HP,Mid-western
new_HF.1669,POINT (82.28863 28.8816),61029,Lahai SHP,jajarkot,LAHAI,4,28.8816,82.28863,1428,Health Post,Hill,SHP,Mid-western
new_HF.1670,POINT (81.93121 28.6714),61030,Sima HP,jajarkot,SIMA,4,28.6714,81.93121,1129,Health Post,Hill,HP,Mid-western
new_HF.1671,POINT (81.93262 28.6954),61031,Jagatipur SHP,jajarkot,JAGATIPUR,5,28.6954,81.93262,1292,Health Post,Hill,SHP,Mid-western
new_HF.2867,POINT (83.36 28.47),3700,Takam HP,myagdi,TAKAM,4,28.47,83.36,1649,Health Post,Hill,HP,Western
new_HF.1672,POINT (81.88979 28.6932),61032,Thalaraikar SHP,jajarkot,THALA RAIKAR,1,28.6932,81.88979,1646,Health Post,Hill,SHP,Mid-western
new_HF.1673,POINT (87.99 26.62),10151,Anarmani HP,Jhapa,ANARMANI,0,26.62,87.99,108,Health Post,Terai,HP,Eastern
new_HF.1674,POINT (87.99 26.62),10152,Mechi Eye Care Hospital,Jhapa,ANARMANI,0,26.62,87.99,96,Private Hospital,Terai,Private hospital,Eastern
new_HF.1675,POINT (87.98 26.64),10153,Jhapa Poly Clinic,Jhapa,ANARMANI,0,26.64,87.98,110,Private Clinics,Terai,Private clinics,Eastern
new_HF.1676,POINT (87.99 26.68),10154,Arjundhara SHP,Jhapa,ARJUNDHARA,0,26.68,87.99,129,Health Post,Terai,SHP,Eastern
new_HF.1677,POINT (88.17 26.72),10155,Bahundangi SHP,Jhapa,BAHUNDANGI,0,26.72,88.17,183,Health Post,Terai,SHP,Eastern
new_HF.1678,POINT (87.77 26.52),10156,Baigundhura SHP,Jhapa,BAIGUNDHURA,0,26.52,87.77,74,Health Post,Terai,SHP,Eastern
new_HF.1679,POINT (88 26.44),10157,Balubari SHP,Jhapa,BALUBARI,0,26.44,88,55,Health Post,Terai,SHP,Eastern
new_HF.1680,POINT (88.04 26.43),10158,Baniyani PHC,Jhapa,BANIYANI,0,26.43,88.04,54,Primary Health Care Centre,Terai,PHCC,Eastern
new_HF.1681,POINT (88.09 26.56),10159,Mechi Zonal Hospital,Jhapa,BHADRAPUR MUNICIPALITY,0,26.56,88.09,94,Zonal Hospital,Terai,Government hospital,Eastern
new_HF.1682,POINT (88.08 26.56),10160,Om Shanti Pathivara Hospital,Jhapa,BHADRAPUR MUNICIPALITY,0,26.56,88.08,78,Private Hospital,Terai,Private hospital,Eastern
new_HF.1683,POINT (88.05 26.72),10161,Budhabare SHP,Jhapa,BUDHABARE,0,26.72,88.05,170,Health Post,Terai,SHP,Eastern
new_HF.1684,POINT (87.92 26.54),10162,Chakchaki SHP,Jhapa,CHAKCHAKI,0,26.54,87.92,79,Health Post,Terai,SHP,Eastern
new_HF.1685,POINT (88.08 26.61),10163,Chandragadhi HP,Jhapa,CHANDRAGADHI,0,26.61,88.08,92,Health Post,Terai,HP,Eastern
new_HF.1686,POINT (87.96 26.63),10164,Charpane SHP,Jhapa,CHARPANE,0,26.63,87.96,103,Health Post,Terai,SHP,Eastern
new_HF.1687,POINT (87.99 26.64),10165,Kanchanjangha Hospital,Jhapa,CHARPANE,0,26.64,87.99,112,Private Hospital,Terai,Private hospital,Eastern
new_HF.1688,POINT (87.7 26.67),10166,Damak SHP,Jhapa,DAMAK MUNICIPALITY,0,26.67,87.7,119,Health Post,Terai,SHP,Eastern
new_HF.1689,POINT (87.7 26.67),10167,AMDA Hospital,Jhapa,DAMAK MUNICIPALITY,0,26.67,87.7,121,Private Hospital,Terai,Private hospital,Eastern
new_HF.1690,POINT (87.7 26.66),10168,Damak Hospital,Jhapa,DAMAK MUNICIPALITY,0,26.66,87.7,110,Private Hospital,Terai,Private hospital,Eastern
new_HF.1691,POINT (87.92 26.59),10169,Dangibari SHP,Jhapa,DANGIBARI,0,26.59,87.92,91,Health Post,Terai,SHP,Eastern
new_HF.1692,POINT (88.07 26.66),10170,Dhaijan SHP,Jhapa,DHAIJAN,0,26.66,88.07,122,Health Post,Terai,SHP,Eastern
new_HF.1693,POINT (87.78 26.63),10171,Dharampur SHP,Jhapa,DHARAMPUR,0,26.63,87.78,145,Health Post,Terai,SHP,Eastern
new_HF.1694,POINT (88.08 26.63),10172,Duwagadhi SHP,Jhapa,DUWAGADHI,0,26.63,88.08,102,Health Post,Terai,SHP,Eastern
new_HF.1695,POINT (88.01 26.61),10173,Garamani SHP,Jhapa,GARAMANI,0,26.61,88.01,97,Health Post,Terai,SHP,Eastern
new_HF.1696,POINT (87.72 26.57),10174,Gauradaha HP,Jhapa,GAURADAHA,0,26.57,87.72,87,Health Post,Terai,HP,Eastern
new_HF.1697,POINT (87.71 26.57),10175,Nagarik Health Care Hospital,Jhapa,GAURADAHA,0,26.57,87.71,128,Private Hospital,Terai,Private hospital,Eastern
new_HF.1698,POINT (87.73 26.43),10176,Gauriganj SHP,Jhapa,GAURIGANJ,0,26.43,87.73,54,Health Post,Terai,SHP,Eastern
new_HF.1699,POINT (87.93 26.61),10177,Ghailadubba SHP,Jhapa,GHAILADUBBA,0,26.61,87.93,101,Health Post,Terai,SHP,Eastern
new_HF.1700,POINT (87.94 26.42),10178,Gherabari SHP,Jhapa,GHERABARI,0,26.42,87.94,61,Health Post,Terai,SHP,Eastern
new_HF.1701,POINT (87.96 26.55),10179,Goldhap SHP,Jhapa,GOLDHAP,0,26.55,87.96,81,Health Post,Terai,SHP,Eastern
new_HF.1702,POINT (88.02 26.56),10180,Haldibari SHP,Jhapa,HALDIBARI,0,26.56,88.02,87,Health Post,Terai,SHP,Eastern
new_HF.1703,POINT (87.99 26.51),10181,Jalthal SHP,Jhapa,JALTHAL,0,26.51,87.99,80,Health Post,Terai,SHP,Eastern
new_HF.1704,POINT (87.72 26.51),10182,Juropani SHP,Jhapa,JUROPANI,0,26.51,87.72,71,Health Post,Terai,SHP,Eastern
new_HF.1705,POINT (88.11 26.61),10183,Jyamirgadhi SHP,Jhapa,JYAMIRGADHI,0,26.61,88.11,96,Health Post,Terai,SHP,Eastern
new_HF.1706,POINT (88 26.39),10184,Kechana SHP,Jhapa,KECHANA,3,26.39,88,47,Health Post,Terai,SHP,Eastern
new_HF.1707,POINT (87.71 26.47),10185,Khajurgachhi PHC,Jhapa,KHAJURGACHHI,0,26.47,87.71,63,Primary Health Care Centre,Terai,PHCC,Eastern
new_HF.1708,POINT (87.96 26.73),10186,Khudunabari SHP,Jhapa,KHUDUNABARI,0,26.73,87.96,169,Health Post,Terai,SHP,Eastern
new_HF.1709,POINT (87.66 26.51),10187,Kohabara SHP,Jhapa,KOHABARA,0,26.51,87.66,68,Health Post,Terai,SHP,Eastern
new_HF.1710,POINT (87.76 26.46),10188,Korobari  SHP,Jhapa,KOROBARI,0,26.46,87.76,81,Health Post,Terai,SHP,Eastern
new_HF.1711,POINT (87.85 26.48),10189,Kumarkhod HP,Jhapa,KUMARKHOD,0,26.48,87.85,63,Health Post,Terai,HP,Eastern
new_HF.1712,POINT (87.71 26.64),10190,Lakhanpur  SHP,Jhapa,LAKHANPUR,0,26.64,87.71,109,Health Post,Terai,SHP,Eastern
new_HF.1713,POINT (87.8 26.52),10191,Mahabhara SHP,Jhapa,MAHABHARA,0,26.52,87.8,74,Health Post,Terai,SHP,Eastern
new_HF.1714,POINT (87.68 26.57),10192,Maharanijhoda SHP,Jhapa,MAHARANIJHODA,0,26.57,87.68,96,Health Post,Terai,SHP,Eastern
new_HF.1715,POINT (88.08 26.47),10193,Maheshpur SHP,Jhapa,MAHESHPUR,0,26.47,88.08,68,Health Post,Terai,SHP,Eastern
new_HF.1716,POINT (88.1 26.66),10194,Dhulabari PHC,Jhapa,MECHINAGAR MUNICIPALITY,0,26.66,88.1,113,Primary Health Care Centre,Terai,PHCC,Eastern
new_HF.1717,POINT (88.15 26.65),10195,Kakadvitta SHP,Jhapa,MECHINAGAR MUNICIPALITY,0,26.65,88.15,131,Health Post,Terai,SHP,Eastern
new_HF.1718,POINT (88.09 26.67),10196,AMDA Mechi Hospital,Jhapa,MECHINAGAR MUNICIPALITY,0,26.67,88.09,121,Community Hospital (Cooperative),Terai,Non-government hospital,Eastern
new_HF.1719,POINT (87.82 26.56),10197,Panchgachhi SHP,Jhapa,PANCHGACHHI,0,26.56,87.82,88,Health Post,Terai,SHP,Eastern
new_HF.1720,POINT (88.06 26.41),10198,Pathamari SHP,Jhapa,PATHAMARI,0,26.41,88.06,57,Health Post,Terai,SHP,Eastern
new_HF.1721,POINT (87.99 26.42),10199,Pathariya SHP,Jhapa,PATHARIYA,0,26.42,87.99,56,Health Post,Terai,SHP,Eastern
new_HF.1722,POINT (88.07 26.46),10200,Prithivinagar SHP,Jhapa,PRITHIVINAGAR,0,26.46,88.07,71,Health Post,Terai,SHP,Eastern
new_HF.1723,POINT (87.93 26.51),10201,Rajgadh HP,Jhapa,RAJGADH,0,26.51,87.93,69,Health Post,Terai,HP,Eastern
new_HF.1724,POINT (88 26.69),10202,Sanischare PHC,Jhapa,SANISCHARE,0,26.69,88,145,Primary Health Care Centre,Terai,PHCC,Eastern
new_HF.1725,POINT (87.81 26.64),10203,Satasidham SHP,Jhapa,SATASIDHAM,0,26.64,87.81,120,Health Post,Terai,SHP,Eastern
new_HF.1726,POINT (87.81 26.64),10204,Punarjivan Health Care Centre,Jhapa,SATASIDHAM,0,26.64,87.81,116,Private Hospital,Terai,Private hospital,Eastern
new_HF.1727,POINT (88.08 26.74),10205,Shantinagar SHP,Jhapa,SHANTINAGAR,0,26.74,88.08,263,Health Post,Terai,SHP,Eastern
new_HF.1728,POINT (87.89 26.54),10206,Sharanamati SHP,Jhapa,SHARANAMATI,0,26.54,87.89,76,Health Post,Terai,SHP,Eastern
new_HF.1729,POINT (87.84 26.57),10207,Shivaganj PHC,Jhapa,SHIVAGANJ,0,26.57,87.84,92,Primary Health Care Centre,Terai,PHCC,Eastern
new_HF.1730,POINT (87.89 26.64),10208,Surunga PHC,Jhapa,SURUNGA,0,26.64,87.89,111,Primary Health Care Centre,Terai,PHCC,Eastern
new_HF.1731,POINT (87.88 26.5),10209,Tagandubba SHP,Jhapa,TAGANDUBBA,0,26.5,87.88,59,Health Post,Terai,SHP,Eastern
new_HF.1732,POINT (87.76 26.6),10210,Topgachchi HP,Jhapa,TOPGACHCHI,0,26.6,87.76,94,Health Post,Terai,HP,Eastern
new_HF.1733,POINT (82.18 29.28),6301,Kalikakhetu PHC,jumla,KALIKAKHETU,5,29.28,82.18,2213,Primary Health Care Centre,Hill,PHCC,Mid-western
new_HF.1734,POINT (82.18 29.28),6301,Karnali Zonal Hospital,jumla,CHANDAN NATH,3,29.28,82.18,2359,Zonal Hospital,Hill,Government hospital,Mid-western
new_HF.1735,POINT (81.93 29.23),6301,International Nepal Fellowship,jumla,CHANDAN NATH,7,29.23,81.93,2376,Other HF (INGO),Hill,Other HFs,Mid-western
new_HF.1736,POINT (82.18 29.27),6302,Meri Stopes Centre,jumla,CHANDAN NATH,7,29.27,82.18,2306,Other HF (INGO),Hill,Other HFs,Mid-western
new_HF.1737,POINT (82.13 29.26),63001,Talium SHP,jumla,TALIUM,5,29.26,82.13,2418,Health Post,Hill,SHP,Mid-western
new_HF.1738,POINT (81.97 29.28),63002,Badki SHP,jumla,BADKI,1,29.28,81.97,2304,Health Post,Hill,SHP,Mid-western
new_HF.1739,POINT (82.12 29.25),63003,Lamra SHP,jumla,LAMRA,5,29.25,82.12,2296,Health Post,Hill,SHP,Mid-western
new_HF.1740,POINT (82.16 29.26),63004,Kartikswami SHP,jumla,KARTIK SWAMI,6,29.26,82.16,2351,Health Post,Hill,SHP,Mid-western
new_HF.1741,POINT (81.99 29.39),63005,Pandawagufa HP,jumla,PANDAWAGUFA,6,29.39,81.99,2351,Health Post,Hill,HP,Mid-western
new_HF.1742,POINT (81.97 29.38),63006,Dhapa SHP,jumla,DHAPA,3,29.38,81.97,2375,Health Post,Hill,SHP,Mid-western
new_HF.1743,POINT (81.97 29.2),63007,Jumlakot HP,jumla,MALIKATHANTA,3,29.2,81.97,2736,Health Post,Hill,HP,Mid-western
new_HF.1744,POINT (82.22 29.26),63008,Depalgaun HP,jumla,DEPALGAUN,5,29.26,82.22,2381,Health Post,Hill,HP,Mid-western
new_HF.1745,POINT (82.05 29.23),63009,Tatopani HP,jumla,TATOPANI,8,29.23,82.05,2252,Health Post,Hill,HP,Mid-western
new_HF.1746,POINT (82.36 29.3),63010,Patarasi SHP,jumla,PATARASI,6,29.3,82.36,2743,Health Post,Hill,SHP,Mid-western
new_HF.1747,POINT (82.02 29.31),63011,Sanigaun SHP,jumla,SANIGAUN,3,29.31,82.02,2723,Health Post,Hill,SHP,Mid-western
new_HF.1748,POINT (81.96 29.23),63012,Lihi (Rara) SHP,jumla,RARALIHI,6,29.23,81.96,2210,Health Post,Hill,SHP,Mid-western
new_HF.1749,POINT (82.36 29.2),63013,Guthichaur SHP,jumla,GUTHICHAUR,5,29.2,82.36,2770,Health Post,Hill,SHP,Mid-western
new_HF.1750,POINT (82.23 29.3),63014,Patmara SHP,jumla,PATMARA,8,29.3,82.23,2452,Health Post,Hill,SHP,Mid-western
new_HF.1751,POINT (81.98 29.33),63015,Narakot HP,jumla,NARAKOT,4,29.33,81.98,2335,Health Post,Hill,HP,Mid-western
new_HF.1752,POINT (81.99 29.45),63016,Birat SHP,jumla,BIRAT,2,29.45,81.99,2962,Health Post,Hill,SHP,Mid-western
new_HF.1753,POINT (82.13 29.42),63017,Bumra Madichaur HP,jumla,BUMRAMADICHAUR,5,29.42,82.13,2733,Health Post,Hill,HP,Mid-western
new_HF.1754,POINT (82.32 29.32),63018,Chhumchaur HP,jumla,CHHUMCHAUR,2,29.32,82.32,2706,Health Post,Hill,HP,Mid-western
new_HF.1755,POINT (82.02 29.41),63019,Hatsinja HP,jumla,KANAKASUNDARI,5,29.41,82.02,2429,Health Post,Hill,HP,Mid-western
new_HF.1756,POINT (82.06 29.24),63020,Malikabota SHP,jumla,MALIKABOTA,8,29.24,82.06,2639,Health Post,Hill,SHP,Mid-western
new_HF.1757,POINT (82.01 29.11),63021,Malikathantha HP,jumla,MALIKATHANTA,7,29.11,82.01,3179,Health Post,Hill,HP,Mid-western
new_HF.1758,POINT (81.94 29.18),63022,Ghodemahadev HP,jumla,GHODE MAHADEV,5,29.18,81.94,3011,Health Post,Hill,HP,Mid-western
new_HF.1759,POINT (81.9 29.22),63023,Mahabepatthar Khola SHP,jumla,MAHABAIPATHARKHOLA,1,29.22,81.9,2378,Health Post,Hill,SHP,Mid-western
new_HF.1760,POINT (82.09 29.15),63024,Tamti HP,jumla,TAMTI,3,29.15,82.09,2894,Health Post,Hill,HP,Mid-western
new_HF.1761,POINT (82.24 29.26),63025,Garjyangkot SHP,jumla,GARJYANGKOT,1,29.26,82.24,2382,Health Post,Hill,SHP,Mid-western
new_HF.1762,POINT (82.01 29.23),63026,Kudari SHP,jumla,KUDARI,1,29.23,82.01,2204,Health Post,Hill,SHP,Mid-western
new_HF.1763,POINT (82.29 29.8),63027,Dillichaur SHP,jumla,DILLICHAUR,5,29.8,82.29,2607,Health Post,Hill,SHP,Mid-western
new_HF.1764,POINT (82.16 29.27),63029,Mahatgaun HP,jumla,MAHAT,9,29.27,82.16,2326,Health Post,Hill,HP,Mid-western
new_HF.1765,POINT (82.11 29.24),63030,Haku HP,jumla,HANKU,3,29.24,82.11,2308,Health Post,Hill,HP,Mid-western
new_HF.1766,POINT (81.15 28.63),7101,"Tikapur Hospital, Kailali",kailali,TIKAPUR MUNICIPALITY,9,28.63,81.15,9999,Other Government Hospital,Terai,Government hospital,Far western
new_HF.1767,POINT (80.97 28.5),7101,Bhajanee PHC,kailali,BHAJANI,3,28.5,80.97,125,Primary Health Care Centre,Terai,PHCC,Far western
new_HF.1768,POINT (81.12 28.54),7101,Lal Ratna Hospital,kailali,BALIYA,8,28.54,81.12,9999,Private Hospital,Terai,Private hospital,Far western
new_HF.1769,POINT (80.74 28.77),7102,Chaumala PHC,kailali,CHAUMALA,2,28.77,80.74,189,Primary Health Care Centre,Terai,PHCC,Far western
new_HF.1770,POINT (80.54 28.81),7103,Malakheti PHC,kailali,MALAKHETI,3,28.81,80.54,192,Primary Health Care Centre,Terai,PHCC,Far western
new_HF.1771,POINT (81.02 28.58),7104,Joshipur PHC,kailali,JOSHIPUR,6,28.58,81.02,147,Primary Health Care Centre,Terai,PHCC,Far western
new_HF.1772,POINT (80.81 28.67),7105,Udasipur PHC,kailali,UDASIPUR,6,28.67,80.81,156,Primary Health Care Centre,Terai,PHCC,Far western
new_HF.1773,POINT (81.04 28.65),71001,Dododhara HP,kailali,DODODHARA,7,28.65,81.04,164,Health Post,Terai,HP,Far western
new_HF.1774,POINT (80.59 28.78),71002,Badeha HP,kailali,SREEPUR,0,28.78,80.59,187,Health Post,Terai,HP,Far western
